0,"xbos xfld 1 Growth in the broad monetary aggregates has moderated as well, mainly reflecting the contribution from narrow money."
0,xbos xfld 1 It will then increase modestly to close to 3 per cent over the four quarters of 2006 and through 2007.
0,xbos xfld 1 Household credit continues to grow at a pace near its average since 1992 and has picked up in recent months.
0,"xbos xfld 1 In line with developments in the core inflation rate, total CPI inflation is also expected to return to the Bank's 2 per cent target in the third quarter of 2011."
0,"xbos xfld 1 The output gap, estimated at 1 per cent in the third quarter of 2004, is projected to narrow further during 2006."
0,xbos xfld 1 The actions and uncertainty effects are assumed to reduce the level of global GDP by 0.2 per cent by the end of 2020.
0,xbos xfld 1 An important upside risk is that there could be further disruptions in oil supply from Iran and Venezuela.
0,"xbos xfld 1 In the first quarter, the 12-month rate of core inflation will also be dampened by the unusual price increases for motor vehicles and hotel accommodation that occurred in early 2010."
0,xbos xfld 1 Steady employment gains and improving labour market fundamentals - such as falling levels of long-term unemployment and of involuntary part-time workers - suggest that wage growth could strengthen more quickly than anticipated as labour market slack is taken up.
0,xbos xfld 1 Conditions in global financial markets continue to be unsettled.
0,xbos xfld 1 These effects are expected to persist in 2011.
0,"xbos xfld 1 Finally, the Bank's latest Business Outlook Survey finds little evidence of labour shortages."
0,xbos xfld 1 Firms in all regions expect capacity pressures to intensify.
0,xbos xfld 1 This is slightly weaker than assumed in the previous projection.
0,"xbos xfld 1 Although economic indicators have remained mixed, they have, on balance, been stronger than expected by financial markets and have led to a somewhat more positive sentiment regarding the outlook for the Canadian economy."
0,"xbos xfld 1 Prices for Canadian heavy crude oil, which had been considerably weaker since late 2005, have rebounded markedly so far in April."
0,xbos xfld 1 Aggregate demand in the second half of 1996 advanced somewhat faster than estimates of the economy's capacity to produce.
0,"xbos xfld 1 The outlook for growth in the major advanced countries in 2009 and 2010 remains broadly unchanged from the April Report, but the risk of a sustained economic decline has diminished considerably."
0,"xbos xfld 1 As inventory adjustments in the manufacturing sector are completed and the drag from weak residential and business investment dissipates, US GDP growth is expected to recover to close to potential growth by the end of 2007."
0,"xbos xfld 1 As noted earlier, total CPI inflation has fallen much more rapidly than the core rate, to -0.9 per cent in the third quarter of 2009, reflecting large year-over-year drops in energy prices."
0,"xbos xfld 1 With firms postponing their investment plans because of a more uncertain outlook, the demand for external financing in the United States and Canada has also been declining."
0,"xbos xfld 1 Exports of many commodities, for example, are currently limited by transportation bottlenecks due to rail car shortages."
0,"xbos xfld 1 Crude oil prices, on the other hand, are assumed to ease to about US$27 per barrel next year and remain there in 2005, based on the assumption of a continued gradual recovery in Iraqi oil production."
0,"xbos xfld 1 At the same time, conditions are more favourable for some other non-energy commodities: exports of building materials should continue to strengthen as the US housing market keeps on expanding, and agricultural production and exports will benefit from increasing global food demand."
0,"xbos xfld 1 The completion of the inventory correction, together with the recovery from these unusual shocks, contributed importantly to the estimated rebound in growth in the fourth quarter."
0,"xbos xfld 1 Housing investment, after a further moderate increase to a very high level this year, is projected to decline slightly in 2008."
0,"xbos xfld 1 However, the percentage of firms reporting labour shortages in the recent Business Outlook Survey declined."
0,"xbos xfld 1 The increased bank funding spreads are expected to be further passed on to businesses and households, creating tighter credit conditions through the rest of 2008 that then begin to dissipate in 2009."
0,"xbos xfld 1 Overall, the global economy is projected to grow by 2.8 per cent in 2013 and accelerate to 3.4 per cent in 2014 and 3.6 per cent in 2015."
0,"xbos xfld 1 Growth in China is projected to be somewhat higher in 2011 than was anticipated in the October Report, driven by stronger momentum in domestic demand."
0,"xbos xfld 1 Since this measure also reflects premiums for inflation uncertainty and the relative liquidity of the two markets, it is difficult to know how much emphasis to give to its level."
0,"xbos xfld 1 Stronger levels of spending are expected to persist over the projection horizon, partly reflecting higher oil prices, even with the larger impacts from both trade policy uncertainty and tariffs."
0,"xbos xfld 1 Over the same period, growth of broad money (M2++) has also picked up slightly, which is consistent with a modest rise in core inflation through 2006."
0,xbos xfld 1 Core inflation is expected to ease through the middle of 2015 as the temporary boost to inflation from sector-specific factors falls out of the inflation data.
0,"xbos xfld 1 Despite the slowing in economic growth, China's demand for raw materials has continued to expand."
0,xbos xfld 1 The financial situations and profitability of banks in Canada remain healthy - a positive sign for future credit conditions - and there is an abundance of liquidity.
0,"xbos xfld 1 Euro-area GDP contracted by 0.3 per cent in the third quarter of 2012, its fourth consecutive decline, and recent indicators point to a deepening recession in the fourth quarter."
0,"xbos xfld 1 Excess supply in the economy, together with moderate growth in labour compensation and dissipating pressures from commodity prices, is anticipated to result in a moderation in both total and core CPI inflation to below 2 per cent around mid-2012."
0,"xbos xfld 1 To better position their balance sheets and improve cash flow as hedges against price declines expire and financial conditions tighten, oil firms are cutting operating costs and reducing capital expenditures."
0,"xbos xfld 1 As well, the percentage of firms in the Bank's regional survey that expect CPI inflation to exceed 3 per cent on average over the next two years has fallen to 5 per cent in the most recent survey, from 26 per cent in the survey conducted three months earlier."
0,xbos xfld 1 A low of -6.2 was reached near the end of January.
0,"xbos xfld 1 The financial situations and profitability of banks in Canada have improved, a positive sign for future credit conditions."
0,"xbos xfld 1 Indeed, credit conditions have tightened following outflows of capital caused by reduced prospects for domestic growth and higher interest rates in advanced economies."
0,"xbos xfld 1 Specifically, consumption will be supported by growing household net worth and a gradual increase in disposable income."
0,"xbos xfld 1 Second, the decline of about 10 per cent in the value of the Canadian dollar against the US dollar from the autumn of 1997 to late 1998 resulted in higher import prices for most non-energy consumer goods and services over the past year."
0,"xbos xfld 1 Growth in the service sector in particular will underpin rising employment, household incomes and consumption."
0,"xbos xfld 1 Given that the recent weakening in core inflation appears to be largely the result of one-time price-level adjustments and after considering alternative measures as well, the Governing Council judges that the underlying trend in inflation was about 2 per cent in the first quarter."
0,"xbos xfld 1 In spite of the large amount of excess supply in the economy, core inflation has remained quite close to 2 per cent since the beginning of the year."
0,"xbos xfld 1 The completion of the stress tests for major US banks has helped to restore confidence in financial institutions, contributing to lower spreads in the interbank market."
0,xbos xfld 1 Adverse effects on business and consumer confidence could lead to large negative spillovers on household spending and on business investment in other sectors of the economy.
0,"xbos xfld 1 The Bank's projection assumes that authorities in Europe are able to contain the ongoing crisis, and that the US fiscal cliff will be avoided."
0,"xbos xfld 1 The forecast moves back up to 1.8 per cent for 2010, indicating that medium-term inflation expectations remain well anchored to the 2 per cent inflation target."
0,xbos xfld 1 Chart 33 and Chart 34 depict the 50 per cent and 90 per cent confidence bands for year-over-year core inflation and total CPI inflation from the first quarter of 2012 to the end of 2013.
0,"xbos xfld 1 Growth is forecast to ease from around 6 1/2 per cent in 2018 to around 6 per cent in 2020, somewhat softer than in the July projection and just below the rate of potential output growth."
0,"xbos xfld 1 Exchange rate averaging 80 cents US; energy prices in line with recent futures prices; prices for non-energy commodities increasing progressively as the global economy recovers; and tight global credit conditions persisting through mid-2010, before improving gradually."
0,"xbos xfld 1 Furthermore, although households continue to accumulate debt, their balance sheets are still healthy, supported mainly by strong gains in housing prices."
0,"xbos xfld 1 In response to lower oil prices over the past two years, the supply adjustment is progressing."
0,"xbos xfld 1 Starting in the fourth quarter, real GDP growth is expected to exceed potential as the drag from the resource sector dissipates and the recovery in the non-resource sector strengthens."
0,"xbos xfld 1 In the past several months, there has been a constructive evolution of household sector imbalances."
0,xbos xfld 1 This sharp jump relative to the core rate was mainly caused by substantial increases in the consumer prices of gasoline and fuel oil.
0,"xbos xfld 1 The Bank's base-case scenario assumes that the crisis in the euro area will continue to be contained, although this assumption is subject to downside risks."
0,"xbos xfld 1 Growth in consumer spending will be weaker than in past recoveries, since households still need to rebuild their wealth and may face limited access to credit."
